0,1
指 标,比上年增长(%)
投资完成额,-21.3
其中：住宅,-19.3
其中：90平方米及以下,-31.0
房屋施工面积,-19.5
其中：住宅,-20.5
房屋新开工面积,-33.6
其中：住宅,-33.3
房屋竣工面积,-25.6
其中：住宅,-24.9
商品房销售面积,-23.6
其中：住宅,-20.9
本年实际到位资金,-21.0
其中：国内贷款,-22.3
个人按揭贷款,-31.0
