0,1
行 业,比上年增长(%)
农、林、牧、渔业,31.5
采矿业,-8.0
制造业,12.6
电力、热力、燃气及水生产和供应业,28.9
建筑业,72.8
批发和零售业,21.8
交通运输、仓储和邮政业,19.0
住宿和餐饮业,8.8
信息传输、软件和信息技术服务业,10.3
金融业,-12.5
房地产业,-18.6
租赁和商务服务业,22.9
科学研究和技术服务业,36.9
水利、环境和公共设施管理业,4.1
居民服务、修理和其他服务业,-9.0
教育,15.8
卫生和社会工作,-0.7
文化、体育和娱乐业,3.6
公共管理、社会保障和社会组织,-1.2
